stable_id,identifier,display_code,english_name,chinese_name,record_status,canonical_identifier,source_class,material_category,source_menu,source_menu_visible,main_menu_policy,current_rc9_entry,target_entry,periodic_atomic_numbers,periodic_symbols,periodic_relation_groups,duplicate_concept,module,module_disable_behavior,save_compatibility,description_coverage,source_mod,source_commit,source_file,license,relation_provenance,confidence,notes
387,OMNI_PT_AS,ARSN,Arsenic,砷,canonical,OMNI_PT_AS,omnipack_material,single_element,SC_SOLIDS,true,periodic_only,periodic_table,periodic_table,33,As,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,2eeab9f39b503e580b259ac6897dc9e177e5244c,src/simulation/elements/AS.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original family-generated arsenic proxy with bounded acid oxidation and sublimation paths.
388,OMNI_PT_SE,SELN,Selenium,硒,canonical,OMNI_PT_SE,omnipack_material,single_element,SC_POWDERS,true,periodic_only,periodic_table,periodic_table,34,Se,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,3c3c623a12c2f17374db26c067d454787ecbd7ae,src/simulation/elements/SE.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original family-generated selenium implementation with local photon sensing oxidation and vaporisation.
389,OMNI_PT_BR,BROM,Bromine,溴,canonical,OMNI_PT_BR,omnipack_material,single_element,SC_LIQUID,true,periodic_only,periodic_table,periodic_table,35,Br,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,8066533aea4bc4a5d6ae73c5d776d56fabf84eb6,src/simulation/elements/BR.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original family-generated liquid bromine implementation with bounded halidation disinfection and vaporisation.
390,OMNI_PT_KR,KRYP,Krypton,氪,canonical,OMNI_PT_KR,omnipack_material,single_element,SC_GAS,true,periodic_only,periodic_table,periodic_table,36,Kr,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,21b160a5bd25df266c6f82528eb12f3103b39b03,src/simulation/elements/KR.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original family-generated implementation using the shared bounded noble-gas update.
391,OMNI_PT_SR,STRN,Strontium,锶,canonical,OMNI_PT_SR,omnipack_material,single_element,SC_EXPLOSIVE,true,periodic_only,periodic_table,periodic_table,38,Sr,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,546b8791ca6b94ddd4791f42ededd5684168c59a,src/simulation/elements/SR.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original family-generated implementation with a red flame signature.
392,OMNI_PT_Y,YTTR,Yttrium,钇,canonical,OMNI_PT_Y,omnipack_material,single_element,SC_SOLIDS,true,periodic_only,periodic_table,periodic_table,39,Y,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,b26112f95c08d9daa252e54f65c6e26a05cd17e9,src/simulation/elements/Y.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original second-transition-series implementation with bounded discharge acid oxidation and vaporisation behavior.
393,OMNI_PT_ZR,ZIRC,Zirconium,锆,canonical,OMNI_PT_ZR,omnipack_material,single_element,SC_SOLIDS,true,periodic_only,periodic_table,periodic_table,40,Zr,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,b26112f95c08d9daa252e54f65c6e26a05cd17e9,src/simulation/elements/ZR.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original second-transition-series implementation with a bounded zirconium steam route.
394,OMNI_PT_NB,NIOB,Niobium,铌,canonical,OMNI_PT_NB,omnipack_material,single_element,SC_SOLIDS,true,periodic_only,periodic_table,periodic_table,41,Nb,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,b26112f95c08d9daa252e54f65c6e26a05cd17e9,src/simulation/elements/NB.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original second-transition-series implementation with high game-scale reaction thresholds.
395,OMNI_PT_TC,TECH,Technetium,锝,canonical,OMNI_PT_TC,omnipack_material,single_element,SC_SOLIDS,true,periodic_only,periodic_table,periodic_table,43,Tc,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,b26112f95c08d9daa252e54f65c6e26a05cd17e9,src/simulation/elements/TC.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original second-transition-series radioactive proxy with one bounded decay event.
396,OMNI_PT_RU,RUTH,Ruthenium,钌,canonical,OMNI_PT_RU,omnipack_material,single_element,SC_SOLIDS,true,periodic_only,periodic_table,periodic_table,44,Ru,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,b26112f95c08d9daa252e54f65c6e26a05cd17e9,src/simulation/elements/RU.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original second-transition-series implementation with a bounded local catalyst route.
397,OMNI_PT_RH,RHOD,Rhodium,铑,canonical,OMNI_PT_RH,omnipack_material,single_element,SC_SOLIDS,true,periodic_only,periodic_table,periodic_table,45,Rh,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,b26112f95c08d9daa252e54f65c6e26a05cd17e9,src/simulation/elements/RH.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original second-transition-series implementation with a lower-temperature bounded catalyst route.
398,OMNI_PT_PD,PALL,Palladium,钯,canonical,OMNI_PT_PD,omnipack_material,single_element,SC_SOLIDS,true,periodic_only,periodic_table,periodic_table,46,Pd,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,b26112f95c08d9daa252e54f65c6e26a05cd17e9,src/simulation/elements/PD.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original second-transition-series implementation with bounded local hydrogen storage.
399,OMNI_PT_AG,SILV,Silver,银,canonical,OMNI_PT_AG,omnipack_material,single_element,SC_SOLIDS,true,periodic_only,periodic_table,periodic_table,47,Ag,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,b26112f95c08d9daa252e54f65c6e26a05cd17e9,src/simulation/elements/AG.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original second-transition-series implementation informed by the catalogued chem_mod_lua silver concept without copying unverified code.
400,OMNI_PT_CD,CADM,Cadmium,镉,canonical,OMNI_PT_CD,omnipack_material,single_element,SC_SOLIDS,true,periodic_only,periodic_table,periodic_table,48,Cd,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,b26112f95c08d9daa252e54f65c6e26a05cd17e9,src/simulation/elements/CD.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original second-transition-series implementation with neutron absorption and bounded chemistry.
401,OMNI_PT_IN,INDI,Indium,铟,canonical,OMNI_PT_IN,omnipack_material,single_element,SC_SOLIDS,true,periodic_only,periodic_table,periodic_table,49,In,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,5d9b99471590428e6430e9070c25a0907710c222,src/simulation/elements/IN.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original family-generated physical and bounded acid oxidation and vaporisation implementation.
402,OMNI_PT_SB,ANTM,Antimony,锑,canonical,OMNI_PT_SB,omnipack_material,single_element,SC_SOLIDS,true,periodic_only,periodic_table,periodic_table,51,Sb,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,2eeab9f39b503e580b259ac6897dc9e177e5244c,src/simulation/elements/SB.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original family-generated antimony proxy with bounded acid oxidation and vaporisation paths.
403,OMNI_PT_TE,TELL,Tellurium,碲,canonical,OMNI_PT_TE,omnipack_material,single_element,SC_SOLIDS,true,periodic_only,periodic_table,periodic_table,52,Te,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,3c3c623a12c2f17374db26c067d454787ecbd7ae,src/simulation/elements/TE.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original family-generated tellurium implementation with fixed solid movement glassy oxidation and vaporisation.
404,OMNI_PT_I,IODI,Iodine,碘,canonical,OMNI_PT_I,omnipack_material,single_element,SC_SOLIDS,true,periodic_only,periodic_table,periodic_table,53,I,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,8066533aea4bc4a5d6ae73c5d776d56fabf84eb6,src/simulation/elements/I.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original family-generated iodine implementation with bounded halidation disinfection melting and vaporisation.
405,OMNI_PT_XE,XENO,Xenon,氙,canonical,OMNI_PT_XE,omnipack_material,single_element,SC_GAS,true,periodic_only,periodic_table,periodic_table,54,Xe,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,21b160a5bd25df266c6f82528eb12f3103b39b03,src/simulation/elements/XE.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original family-generated implementation using the shared bounded noble-gas update.
406,OMNI_PT_CS,CAES,Caesium,铯,canonical,OMNI_PT_CS,omnipack_material,single_element,SC_EXPLOSIVE,true,periodic_only,periodic_table,periodic_table,55,Cs,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,bcf5accf04dae7269dacce250e46d16c1632f94f,src/simulation/elements/CS.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original family-generated implementation using the shared bounded alkali-metal update.
407,OMNI_PT_BA,BARI,Barium,钡,canonical,OMNI_PT_BA,omnipack_material,single_element,SC_EXPLOSIVE,true,periodic_only,periodic_table,periodic_table,56,Ba,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,546b8791ca6b94ddd4791f42ededd5684168c59a,src/simulation/elements/BA.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original family-generated implementation with toxicity and a green flame signature.
408,OMNI_PT_LA,LANT,Lanthanum,镧,canonical,OMNI_PT_LA,omnipack_material,single_element,SC_SOLIDS,true,periodic_only,periodic_table,periodic_table,57,La,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,7c49278b856461f61cec1cc4974db90c709968bb,src/simulation/elements/LA.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original lanthanide family implementation with bounded reversible hydrogen storage.
409,OMNI_PT_CE,CERI,Cerium,铈,canonical,OMNI_PT_CE,omnipack_material,single_element,SC_SOLIDS,true,periodic_only,periodic_table,periodic_table,58,Ce,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,7c49278b856461f61cec1cc4974db90c709968bb,src/simulation/elements/CE.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original lanthanide family implementation with bounded reversible oxygen buffering.
410,OMNI_PT_PR,PRAE,Praseodymium,镨,canonical,OMNI_PT_PR,omnipack_material,single_element,SC_SOLIDS,true,periodic_only,periodic_table,periodic_table,59,Pr,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,7c49278b856461f61cec1cc4974db90c709968bb,src/simulation/elements/PR.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original lanthanide family magnetic-response implementation.
411,OMNI_PT_ND,NEOD,Neodymium,钕,canonical,OMNI_PT_ND,omnipack_material,single_element,SC_SOLIDS,true,periodic_only,periodic_table,periodic_table,60,Nd,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,7c49278b856461f61cec1cc4974db90c709968bb,src/simulation/elements/ND.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original lanthanide family magnetic-response implementation.
412,OMNI_PT_PM,PROM,Promethium,钷,canonical,OMNI_PT_PM,omnipack_material,single_element,SC_NUCLEAR,true,periodic_only,periodic_table,periodic_table,61,Pm,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,7c49278b856461f61cec1cc4974db90c709968bb,src/simulation/elements/PM.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original lanthanide family radioactive implementation with a bounded compressed decay.
413,OMNI_PT_SM,SAMA,Samarium,钐,canonical,OMNI_PT_SM,omnipack_material,single_element,SC_SOLIDS,true,periodic_only,periodic_table,periodic_table,62,Sm,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,7c49278b856461f61cec1cc4974db90c709968bb,src/simulation/elements/SM.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original lanthanide family implementation with local neutron capture and magnetic response.
414,OMNI_PT_EU,EURO,Europium,铕,canonical,OMNI_PT_EU,omnipack_material,single_element,SC_SOLIDS,true,periodic_only,periodic_table,periodic_table,63,Eu,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,7c49278b856461f61cec1cc4974db90c709968bb,src/simulation/elements/EU.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original lanthanide family fluorescence implementation with cooldown.
415,OMNI_PT_GD,GADO,Gadolinium,钆,canonical,OMNI_PT_GD,omnipack_material,single_element,SC_SOLIDS,true,periodic_only,periodic_table,periodic_table,64,Gd,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,7c49278b856461f61cec1cc4974db90c709968bb,src/simulation/elements/GD.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original lanthanide family implementation with strong local neutron capture.
416,OMNI_PT_TB,TERB,Terbium,铽,canonical,OMNI_PT_TB,omnipack_material,single_element,SC_SOLIDS,true,periodic_only,periodic_table,periodic_table,65,Tb,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,7c49278b856461f61cec1cc4974db90c709968bb,src/simulation/elements/TB.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original lanthanide family fluorescence implementation with cooldown.
417,OMNI_PT_DY,DYSP,Dysprosium,镝,canonical,OMNI_PT_DY,omnipack_material,single_element,SC_SOLIDS,true,periodic_only,periodic_table,periodic_table,66,Dy,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,7c49278b856461f61cec1cc4974db90c709968bb,src/simulation/elements/DY.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original lanthanide family magnetic-response implementation.
418,OMNI_PT_HO,HOLM,Holmium,钬,canonical,OMNI_PT_HO,omnipack_material,single_element,SC_SOLIDS,true,periodic_only,periodic_table,periodic_table,67,Ho,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,7c49278b856461f61cec1cc4974db90c709968bb,src/simulation/elements/HO.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original lanthanide family magnetic-response implementation.
419,OMNI_PT_ER,ERBI,Erbium,铒,canonical,OMNI_PT_ER,omnipack_material,single_element,SC_SOLIDS,true,periodic_only,periodic_table,periodic_table,68,Er,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,7c49278b856461f61cec1cc4974db90c709968bb,src/simulation/elements/ER.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original lanthanide family photon-amplification proxy with cooldown.
420,OMNI_PT_TM,THUL,Thulium,铥,canonical,OMNI_PT_TM,omnipack_material,single_element,SC_SOLIDS,true,periodic_only,periodic_table,periodic_table,69,Tm,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,7c49278b856461f61cec1cc4974db90c709968bb,src/simulation/elements/TM.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original lanthanide family photon-amplification proxy with cooldown.
421,OMNI_PT_YB,YTTE,Ytterbium,镱,canonical,OMNI_PT_YB,omnipack_material,single_element,SC_SOLIDS,true,periodic_only,periodic_table,periodic_table,70,Yb,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,7c49278b856461f61cec1cc4974db90c709968bb,src/simulation/elements/YB.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original lanthanide family implementation with bounded warm-water reaction.
422,OMNI_PT_LU,LUTE,Lutetium,镥,canonical,OMNI_PT_LU,omnipack_material,single_element,SC_SOLIDS,true,periodic_only,periodic_table,periodic_table,71,Lu,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,7c49278b856461f61cec1cc4974db90c709968bb,src/simulation/elements/LU.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original lanthanide family implementation with bounded local neutron capture.
423,OMNI_PT_HF,HAFN,Hafnium,铪,canonical,OMNI_PT_HF,omnipack_material,single_element,SC_SOLIDS,true,periodic_only,periodic_table,periodic_table,72,Hf,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,248c516aefcbeae187de95aadb384c22280a678c,src/simulation/elements/HF.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original third-transition-series implementation with bounded local neutron capture.
424,OMNI_PT_TA,TANT,Tantalum,钽,canonical,OMNI_PT_TA,omnipack_material,single_element,SC_SOLIDS,true,periodic_only,periodic_table,periodic_table,73,Ta,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,248c516aefcbeae187de95aadb384c22280a678c,src/simulation/elements/TA.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original third-transition-series implementation with bounded temporary passivation.
425,OMNI_PT_RE,RHEN,Rhenium,铼,canonical,OMNI_PT_RE,omnipack_material,single_element,SC_SOLIDS,true,periodic_only,periodic_table,periodic_table,75,Re,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,248c516aefcbeae187de95aadb384c22280a678c,src/simulation/elements/RE.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original third-transition-series implementation with a bounded nickel superalloy proxy route.
426,OMNI_PT_OS,OSMI,Osmium,锇,canonical,OMNI_PT_OS,omnipack_material,single_element,SC_SOLIDS,true,periodic_only,periodic_table,periodic_table,76,Os,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,248c516aefcbeae187de95aadb384c22280a678c,src/simulation/elements/OS.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original third-transition-series implementation with bounded toxic-oxide proxy products.
427,OMNI_PT_IR,IRID,Iridium,铱,canonical,OMNI_PT_IR,omnipack_material,single_element,SC_SOLIDS,true,periodic_only,periodic_table,periodic_table,77,Ir,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,248c516aefcbeae187de95aadb384c22280a678c,src/simulation/elements/IR.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original third-transition-series implementation with bounded local peroxide catalysis.
428,OMNI_PT_TL,THAL,Thallium,铊,canonical,OMNI_PT_TL,omnipack_material,single_element,SC_SOLIDS,true,periodic_only,periodic_table,periodic_table,81,Tl,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,5d9b99471590428e6430e9070c25a0907710c222,src/simulation/elements/TL.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original family-generated toxic heavy-metal implementation with bounded local chemistry.
429,OMNI_PT_BI,BISM,Bismuth,铋,canonical,OMNI_PT_BI,omnipack_material,single_element,SC_SOLIDS,true,periodic_only,periodic_table,periodic_table,83,Bi,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,2eeab9f39b503e580b259ac6897dc9e177e5244c,src/simulation/elements/BI.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original family-generated bismuth proxy with bounded acid oxidation and vaporisation paths.
430,OMNI_PT_AT,ASTA,Astatine,砹,canonical,OMNI_PT_AT,omnipack_material,single_element,SC_NUCLEAR,true,periodic_only,periodic_table,periodic_table,85,At,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,8066533aea4bc4a5d6ae73c5d776d56fabf84eb6,src/simulation/elements/AT.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original family-generated radioactive halogen implementation with bounded chemistry melting and compressed decay.
431,OMNI_PT_RN,RADO,Radon,氡,canonical,OMNI_PT_RN,omnipack_material,single_element,SC_NUCLEAR,true,periodic_only,periodic_table,periodic_table,86,Rn,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,21b160a5bd25df266c6f82528eb12f3103b39b03,src/simulation/elements/RN.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original family-generated implementation using the shared bounded noble-gas update.
432,OMNI_PT_FR,FRAN,Francium,钫,canonical,OMNI_PT_FR,omnipack_material,single_element,SC_NUCLEAR,true,periodic_only,periodic_table,periodic_table,87,Fr,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,bcf5accf04dae7269dacce250e46d16c1632f94f,src/simulation/elements/FR.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original family-generated radioactive implementation; compressed decay is explicitly game-scaled.
433,OMNI_PT_RA,RADI,Radium,镭,canonical,OMNI_PT_RA,omnipack_material,single_element,SC_NUCLEAR,true,periodic_only,periodic_table,periodic_table,88,Ra,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,546b8791ca6b94ddd4791f42ededd5684168c59a,src/simulation/elements/RA.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original family-generated radioactive implementation; compressed decay is explicitly game-scaled.
434,OMNI_PT_AC,ACTN,Actinium,锕,canonical,OMNI_PT_AC,omnipack_material,single_element,SC_NUCLEAR,true,periodic_only,periodic_table,periodic_table,89,Ac,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,54411e08b8215638f403c9bc181afb48d9ca5ea5,src/simulation/elements/AC.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original family-generated implementation using the shared bounded actinide update.
435,OMNI_PT_TH,THOR,Thorium,钍,canonical,OMNI_PT_TH,omnipack_material,single_element,SC_NUCLEAR,true,periodic_only,periodic_table,periodic_table,90,Th,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,54411e08b8215638f403c9bc181afb48d9ca5ea5,src/simulation/elements/TH.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original family-generated fertile actinide implementation.
436,OMNI_PT_PA,PROA,Protactinium,镤,canonical,OMNI_PT_PA,omnipack_material,single_element,SC_NUCLEAR,true,periodic_only,periodic_table,periodic_table,91,Pa,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,54411e08b8215638f403c9bc181afb48d9ca5ea5,src/simulation/elements/PA.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original family-generated intermediate actinide implementation.
437,OMNI_PT_NP,NEPT,Neptunium,镎,canonical,OMNI_PT_NP,omnipack_material,single_element,SC_NUCLEAR,true,periodic_only,periodic_table,periodic_table,93,Np,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,54411e08b8215638f403c9bc181afb48d9ca5ea5,src/simulation/elements/NP.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original family-generated transuranic implementation.
438,OMNI_PT_AM,AMER,Americium,镅,canonical,OMNI_PT_AM,omnipack_material,single_element,SC_NUCLEAR,true,periodic_only,periodic_table,periodic_table,95,Am,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,54411e08b8215638f403c9bc181afb48d9ca5ea5,src/simulation/elements/AM.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original family-generated americium gameplay implementation.
439,OMNI_PT_CM,CURI,Curium,锔,canonical,OMNI_PT_CM,omnipack_material,single_element,SC_NUCLEAR,true,periodic_only,periodic_table,periodic_table,96,Cm,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,54411e08b8215638f403c9bc181afb48d9ca5ea5,src/simulation/elements/CM.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original family-generated curium gameplay implementation.
440,OMNI_PT_BK,BERK,Berkelium,锫,canonical,OMNI_PT_BK,omnipack_material,single_element,SC_NUCLEAR,true,periodic_only,periodic_table,periodic_table,97,Bk,element,canonical,periodic,always_available;stable_id_locked,compatible,registry_summary+structured_catalog+runtime_properties,TPT-ZH-OmniPack/original,54411e08b8215638f403c9bc181afb48d9ca5ea5,src/simulation/elements/BK.cpp,GPL-3.0-only,docs/PERIODIC_CONTENT_LINKS.csv,high,Original family-generated synthetic actinide implementation.
