source_mod,source_commit,source_file,source_identifier,source_id,source_name,source_code,category,state,color,properties_summary,update_function,graphics_function,dependencies,reaction_count,reaction_targets,global_scan,particle_creation,particle_deletion,performance_risk,save_risk,license_status,port_decision
official,a5b12b71937b74e40e2e2ce4f563c8154722d773,src/simulation/elements/THRM.cpp,DEFAULT_PT_THRM,,THRM,THRM,SC_EXPLOSIVE,powder,0xA08090_rgb,TYPE_PART,,,,0,,false,0,0,low,low,verified,B_rewrite_port
official,a5b12b71937b74e40e2e2ce4f563c8154722d773,src/simulation/elements/TRON.cpp,DEFAULT_PT_TRON,,TRON,TRON,SC_SPECIAL,solid,0xA9FF00_rgb,TYPE_SOLID|PROP_LIFE_DEC|PROP_LIFE_KILL,update,graphics,PT_INVIS;PT_SWCH,3,PT_INVIS;PT_SWCH,false,1,0,medium,review,verified,B_rewrite_port
official,a5b12b71937b74e40e2e2ce4f563c8154722d773,src/simulation/elements/TSNS.cpp,DEFAULT_PT_TSNS,,TSNS,TSNS,SC_SENSOR,solid,0xFD00D5_rgb,TYPE_SOLID,update,,PT_FILT;PT_INSL;PT_INWR;PT_METL;PT_NTCT;PT_PTCT;PT_RSSS;PT_SLTW;PT_SPRK;PT_WATR,11,PT_FILT;PT_INSL;PT_INWR;PT_METL;PT_NTCT;PT_PTCT;PT_RSSS;PT_SLTW;PT_SPRK;PT_WATR,false,0,0,medium,review,verified,B_rewrite_port
official,a5b12b71937b74e40e2e2ce4f563c8154722d773,src/simulation/elements/TTAN.cpp,DEFAULT_PT_TTAN,,TTAN,TTAN,SC_SOLIDS,solid,0x909090_rgb,TYPE_SOLID|PROP_CONDUCTS|PROP_HOT_GLOW|PROP_LIFE_DEC,update,,PT_LAVA,1,PT_LAVA,false,0,0,medium,review,verified,B_rewrite_port
official,a5b12b71937b74e40e2e2ce4f563c8154722d773,src/simulation/elements/TUNG.cpp,DEFAULT_PT_TUNG,,TUNG,TUNG,SC_ELEC,solid,0x505050_rgb,TYPE_SOLID|PROP_CONDUCTS|PROP_LIFE_DEC,update,graphics,PT_BRMT;PT_FIRE;PT_LAVA;PT_O2,7,PT_BRMT;PT_FIRE;PT_LAVA;PT_O2,false,0,0,medium,review,verified,B_rewrite_port
official,a5b12b71937b74e40e2e2ce4f563c8154722d773,src/simulation/elements/URAN.cpp,DEFAULT_PT_URAN,,URAN,URAN,SC_NUCLEAR,powder,0x707020_rgb,TYPE_PART | PROP_RADIOACTIVE,update,,,0,,false,0,0,low,low,verified,B_rewrite_port
official,a5b12b71937b74e40e2e2ce4f563c8154722d773,src/simulation/elements/VIBR.cpp,DEFAULT_PT_VIBR,,VIBR,VIBR,SC_NUCLEAR,solid,0x005000_rgb,TYPE_SOLID|PROP_LIFE_DEC,Element_VIBR_update,Element_VIBR_graphics,PT_ANAR;PT_BREC;PT_BVBR;PT_CFLM;PT_ELEC;PT_EXOT;PT_PHOT;PT_SPRK,15,PT_ANAR;PT_BREC;PT_BVBR;PT_CFLM;PT_ELEC;PT_EXOT;PT_PHOT;PT_SPRK,false,4,0,medium,review,verified,B_rewrite_port
official,a5b12b71937b74e40e2e2ce4f563c8154722d773,src/simulation/elements/VINE.cpp,DEFAULT_PT_VINE,,VINE,VINE,SC_SOLIDS,solid,0x079A00_rgb,TYPE_SOLID,update,graphics,PT_FIRE;PT_PLNT,5,PT_FIRE;PT_PLNT,false,1,0,medium,review,verified,B_rewrite_port
official,a5b12b71937b74e40e2e2ce4f563c8154722d773,src/simulation/elements/VIRS.cpp,DEFAULT_PT_VIRS,,VIRS,VIRS,SC_LIQUID,liquid,0xFE11F6_rgb,TYPE_LIQUID|PROP_DEADLY,Element_VIRS_update,graphics,PT_BASE;PT_DMND;PT_PLSM;PT_PROT;PT_SOAP;PT_VRSG;PT_VRSS,14,PT_BASE;PT_DMND;PT_PLSM;PT_PROT;PT_SOAP;PT_VRSG;PT_VRSS,false,1,2,medium,review,verified,B_rewrite_port
official,a5b12b71937b74e40e2e2ce4f563c8154722d773,src/simulation/elements/VOID.cpp,DEFAULT_PT_VOID,,VOID,VOID,SC_SPECIAL,solid,0x790B0B_rgb,TYPE_SOLID,,,,0,,false,0,0,low,low,verified,B_rewrite_port
official,a5b12b71937b74e40e2e2ce4f563c8154722d773,src/simulation/elements/VRSG.cpp,DEFAULT_PT_VRSG,,VRSG,VRSG,SC_GAS,gas,0xFE68FE_rgb,TYPE_GAS|PROP_DEADLY,Element_VIRS_update,graphics,PT_VIRS,1,PT_VIRS,false,0,0,low,review,verified,B_rewrite_port
official,a5b12b71937b74e40e2e2ce4f563c8154722d773,src/simulation/elements/VRSS.cpp,DEFAULT_PT_VRSS,,VRSS,VRSS,SC_SOLIDS,solid,0xD408CD_rgb,TYPE_SOLID|PROP_DEADLY,Element_VIRS_update,graphics,PT_VIRS,1,PT_VIRS,false,0,0,low,review,verified,B_rewrite_port
official,a5b12b71937b74e40e2e2ce4f563c8154722d773,src/simulation/elements/VSNS.cpp,DEFAULT_PT_VSNS,,VSNS,VSNS,SC_SENSOR,solid,0x7C9C00_rgb,TYPE_SOLID,update,,PT_FILT;PT_INSL;PT_INWR;PT_NTCT;PT_PTCT;PT_RSSS;PT_SLTW;PT_SPRK;PT_WATR,10,PT_FILT;PT_INSL;PT_INWR;PT_NTCT;PT_PTCT;PT_RSSS;PT_SLTW;PT_SPRK;PT_WATR,false,0,0,medium,review,verified,B_rewrite_port
official,a5b12b71937b74e40e2e2ce4f563c8154722d773,src/simulation/elements/WARP.cpp,DEFAULT_PT_WARP,,WARP,WARP,SC_NUCLEAR,gas,0x101010_rgb,TYPE_GAS|PROP_LIFE_DEC|PROP_LIFE_KILL,update,graphics,PT_BCLN;PT_CLNE;PT_DMND;PT_ELEC;PT_PCLN;PT_STKM;PT_STKM2,8,PT_BCLN;PT_CLNE;PT_DMND;PT_ELEC;PT_PCLN;PT_STKM;PT_STKM2,false,1,0,medium,review,verified,B_rewrite_port
official,a5b12b71937b74e40e2e2ce4f563c8154722d773,src/simulation/elements/WATR.cpp,DEFAULT_PT_WATR,,WATR,WATR,SC_LIQUID,liquid,0x2030D0_rgb,TYPE_LIQUID | PROP_CONDUCTS | PROP_LIFE_DEC | PROP_NEUTPASS | PROP_PHOTPASS,update,,PT_FIRE;PT_ICEI;PT_LRBD;PT_RBDM;PT_ROCK;PT_SALT;PT_SAND;PT_SLTW;PT_STNE;PT_WTRV,18,PT_FIRE;PT_ICEI;PT_LRBD;PT_RBDM;PT_ROCK;PT_SALT;PT_SAND;PT_SLTW;PT_STNE;PT_WTRV,false,0,2,medium,review,verified,B_rewrite_port
official,a5b12b71937b74e40e2e2ce4f563c8154722d773,src/simulation/elements/WAX.cpp,DEFAULT_PT_WAX,,WAX,WAX,SC_SOLIDS,solid,0xF0F0BB_rgb,TYPE_SOLID,,,PT_MWAX,1,PT_MWAX,false,0,0,low,low,verified,B_rewrite_port
official,a5b12b71937b74e40e2e2ce4f563c8154722d773,src/simulation/elements/WHOL.cpp,DEFAULT_PT_WHOL,,VENT,WHOL,SC_SPECIAL,solid,0xEFEFEF_rgb,TYPE_SOLID,,,,0,,false,0,0,low,low,verified,B_rewrite_port
official,a5b12b71937b74e40e2e2ce4f563c8154722d773,src/simulation/elements/WIFI.cpp,DEFAULT_PT_WIFI,,WIFI,WIFI,SC_ELEC,solid,0x40A060_rgb,TYPE_SOLID,update,graphics,PT_BRMT;PT_INWR;PT_NSCN;PT_PSCN;PT_SPRK,6,PT_BRMT;PT_INWR;PT_NSCN;PT_PSCN;PT_SPRK,false,0,0,medium,review,verified,B_rewrite_port
official,a5b12b71937b74e40e2e2ce4f563c8154722d773,src/simulation/elements/WIRE.cpp,DEFAULT_PT_WIRE,,WWLD,WIRE,SC_ELEC,solid,0xFFCC00_rgb,TYPE_SOLID,update,graphics,PT_NSCN;PT_PSCN;PT_SPRK,4,PT_NSCN;PT_PSCN;PT_SPRK,false,1,0,medium,review,verified,B_rewrite_port
official,a5b12b71937b74e40e2e2ce4f563c8154722d773,src/simulation/elements/WOOD.cpp,DEFAULT_PT_WOOD,,WOOD,WOOD,SC_SOLIDS,solid,0xC0A040_rgb,TYPE_SOLID | PROP_NEUTPENETRATE,update,graphics,PT_BCOL;PT_FIRE,3,PT_BCOL;PT_FIRE,false,1,0,medium,review,verified,B_rewrite_port
official,a5b12b71937b74e40e2e2ce4f563c8154722d773,src/simulation/elements/WTRV.cpp,DEFAULT_PT_WTRV,,WTRV,WTRV,SC_GAS,gas,0xA0A0FF_rgb,TYPE_GAS,update,,PT_FIRE;PT_LRBD;PT_RBDM;PT_WATR,5,PT_FIRE;PT_LRBD;PT_RBDM;PT_WATR,false,0,0,medium,review,verified,B_rewrite_port
official,a5b12b71937b74e40e2e2ce4f563c8154722d773,src/simulation/elements/YEST.cpp,DEFAULT_PT_YEST,,YEST,YEST,SC_POWDERS,powder,0xEEE0C0_rgb,TYPE_PART,update,,PT_DYST,3,PT_DYST,false,1,0,medium,low,verified,B_rewrite_port
powder_better,c082a639a3c68ca59b39618b2851de5afbb41e1e,src/simulation/elements/E116.cpp,DEFAULT_PT_116,,EQVE,E116,SC_SPECIAL,powder,0xFFE0A0_rgb,TYPE_PART,,,,0,,false,0,0,low,low,verified,B_rewrite_port
powder_better,c082a639a3c68ca59b39618b2851de5afbb41e1e,src/simulation/elements/ACEL.cpp,DEFAULT_PT_ACEL,,ACEL,ACEL,SC_FORCE,solid,0x0099CC_rgb,TYPE_SOLID,update,graphics,,0,,false,0,0,medium,review,verified,B_rewrite_port
powder_better,c082a639a3c68ca59b39618b2851de5afbb41e1e,src/simulation/elements/ACID.cpp,DEFAULT_PT_ACID,,ACID,ACID,SC_LIQUID,liquid,0xED55FF_rgb,TYPE_LIQUID|PROP_DEADLY,update,graphics,PT_CAUS;PT_CLNE;PT_FIRE;PT_FOG;PT_GLAS;PT_GUNP;PT_H2;PT_LITH;PT_LRBD;PT_NITR;PT_PCLN;PT_PLEX;PT_RBDM;PT_RIME;PT_WTRV,22,PT_CAUS;PT_CLNE;PT_FIRE;PT_FOG;PT_GLAS;PT_GUNP;PT_H2;PT_LITH;PT_LRBD;PT_NITR;PT_PCLN;PT_PLEX;PT_RBDM;PT_RIME;PT_WTRV,false,0,3,medium,review,verified,B_rewrite_port
powder_better,c082a639a3c68ca59b39618b2851de5afbb41e1e,src/simulation/elements/AMTR.cpp,DEFAULT_PT_AMTR,,AMTR,AMTR,SC_NUCLEAR,gas,0x808080_rgb,TYPE_GAS,update,graphics,PT_BHOL;PT_CLNE;PT_DMND;PT_NBHL;PT_PCLN;PT_PHOT;PT_PRTI;PT_PRTO;PT_VOID,12,PT_BHOL;PT_CLNE;PT_DMND;PT_NBHL;PT_PCLN;PT_PHOT;PT_PRTI;PT_PRTO;PT_VOID,false,1,2,medium,low,verified,B_rewrite_port
powder_better,c082a639a3c68ca59b39618b2851de5afbb41e1e,src/simulation/elements/ANAR.cpp,DEFAULT_PT_ANAR,,ANAR,ANAR,SC_POWDERS,powder,0xFFFFEE_rgb,TYPE_PART,update,,PT_CFLM,2,PT_CFLM,false,0,0,medium,low,verified,B_rewrite_port
powder_better,c082a639a3c68ca59b39618b2851de5afbb41e1e,src/simulation/elements/ARAY.cpp,DEFAULT_PT_ARAY,,ARAY,ARAY,SC_ELEC,solid,0xFFBB00_rgb,TYPE_SOLID,update,,PT_BRAY;PT_FILT;PT_INST;PT_INWR;PT_NUM;PT_PSCN;PT_SPRK;PT_STOR;PT_SWCH;PT_WIFI,14,PT_BRAY;PT_FILT;PT_INST;PT_INWR;PT_NUM;PT_PSCN;PT_SPRK;PT_STOR;PT_SWCH;PT_WIFI,false,3,0,medium,review,verified,B_rewrite_port
powder_better,c082a639a3c68ca59b39618b2851de5afbb41e1e,src/simulation/elements/BANG.cpp,DEFAULT_PT_BANG,,TNT,BANG,SC_EXPLOSIVE,solid,0xC05050_rgb,TYPE_SOLID | PROP_NEUTPENETRATE,update,,PT_EMBR;PT_FIRE;PT_LIGH;PT_PLSM;PT_SMKE;PT_SPRK,10,PT_EMBR;PT_FIRE;PT_LIGH;PT_PLSM;PT_SMKE;PT_SPRK,false,3,1,medium,review,verified,B_rewrite_port
powder_better,c082a639a3c68ca59b39618b2851de5afbb41e1e,src/simulation/elements/BASE.cpp,DEFAULT_PT_BASE,,BASE,BASE,SC_LIQUID,liquid,0x90D5FF_rgb,TYPE_LIQUID|PROP_DEADLY,update,graphics,PT_ACID;PT_BCOL;PT_BMTL;PT_BOYL;PT_BRMT;PT_CAUS;PT_CBNW;PT_CLNE;PT_DSTW;PT_GEL;PT_GOO;PT_GUNP;PT_ICEI;PT_LAVA;PT_MERC;PT_OIL;PT_PCLN;PT_ROCK;PT_SALT;PT_SLTW;PT_SNOW;PT_SOAP;PT_SPRK;PT_WATR,36,PT_ACID;PT_BCOL;PT_BMTL;PT_BOYL;PT_BRMT;PT_CAUS;PT_CBNW;PT_CLNE;PT_DSTW;PT_GEL;PT_GOO;PT_GUNP;PT_ICEI;PT_LAVA;PT_MERC;PT_OIL;PT_PCLN;PT_ROCK;PT_SALT;PT_SLTW;PT_SNOW;PT_SOAP;PT_SPRK;PT_WATR,false,0,4,medium,review,verified,B_rewrite_port
powder_better,c082a639a3c68ca59b39618b2851de5afbb41e1e,src/simulation/elements/BCLN.cpp,DEFAULT_PT_BCLN,,BCLN,BCLN,SC_SPECIAL,solid,0xFFD040_rgb,TYPE_SOLID | PROP_PHOTPASS | PROP_LIFE_DEC | PROP_LIFE_KILL_DEC | PROP_NOCTYPEDRAW,update,,PT_CLNE;PT_LAVA;PT_LIFE;PT_LIGH;PT_NUM;PT_PBCN;PT_PCLN;PT_STKM;PT_STKM2,11,PT_CLNE;PT_LAVA;PT_LIFE;PT_LIGH;PT_NUM;PT_PBCN;PT_PCLN;PT_STKM;PT_STKM2,false,2,0,medium,review,verified,B_rewrite_port
powder_better,c082a639a3c68ca59b39618b2851de5afbb41e1e,src/simulation/elements/BCOL.cpp,DEFAULT_PT_BCOL,,BCOL,BCOL,SC_POWDERS,powder,0x333333_rgb,TYPE_PART,Element_COAL_update,Element_COAL_graphics,,0,,false,0,0,low,low,verified,B_rewrite_port
powder_better,c082a639a3c68ca59b39618b2851de5afbb41e1e,src/simulation/elements/BGLA.cpp,DEFAULT_PT_BGLA,,BGLA,BGLA,SC_POWDERS,powder,0x606060_rgb,TYPE_PART | PROP_NEUTPASS | PROP_PHOTPASS | PROP_HOT_GLOW | PROP_DEADLY,,,PT_LAVA,1,PT_LAVA,false,0,0,low,low,verified,B_rewrite_port
powder_better,c082a639a3c68ca59b39618b2851de5afbb41e1e,src/simulation/elements/BHOL.cpp,DEFAULT_PT_BHOL,,VACU,BHOL,SC_SPECIAL,solid,0x303030_rgb,TYPE_SOLID,,,,0,,false,0,0,low,low,verified,B_rewrite_port
powder_better,c082a639a3c68ca59b39618b2851de5afbb41e1e,src/simulation/elements/BIZR.cpp,DEFAULT_PT_BIZR,,BIZR,BIZR,SC_LIQUID,liquid,0x00FF77_rgb,TYPE_LIQUID,Element_BIZR_update,Element_BIZR_graphics,PT_BIZRG;PT_BIZRS,2,PT_BIZRG;PT_BIZRS,false,0,0,medium,review,verified,B_rewrite_port
powder_better,c082a639a3c68ca59b39618b2851de5afbb41e1e,src/simulation/elements/BIZRG.cpp,DEFAULT_PT_BIZRG,,BIZG,BIZRG,SC_GAS,gas,0x00FFBB_rgb,TYPE_GAS,Element_BIZR_update,Element_BIZR_graphics,PT_BIZR,1,PT_BIZR,false,0,0,low,review,verified,B_rewrite_port
powder_better,c082a639a3c68ca59b39618b2851de5afbb41e1e,src/simulation/elements/BIZRS.cpp,DEFAULT_PT_BIZRS,,BIZS,BIZRS,SC_SOLIDS,solid,0x00E455_rgb,TYPE_SOLID,Element_BIZR_update,Element_BIZR_graphics,PT_BIZR,1,PT_BIZR,false,0,0,low,review,verified,B_rewrite_port
powder_better,c082a639a3c68ca59b39618b2851de5afbb41e1e,src/simulation/elements/BMTL.cpp,DEFAULT_PT_BMTL,,BMTL,BMTL,SC_SOLIDS,solid,0x505070_rgb,TYPE_SOLID|PROP_CONDUCTS|PROP_LIFE_DEC|PROP_HOT_GLOW,update,,PT_BRMT;PT_IRON;PT_LAVA;PT_METL,6,PT_BRMT;PT_IRON;PT_LAVA;PT_METL,false,0,0,medium,review,verified,B_rewrite_port
powder_better,c082a639a3c68ca59b39618b2851de5afbb41e1e,src/simulation/elements/BOMB.cpp,DEFAULT_PT_BOMB,,BOMB,BOMB,SC_EXPLOSIVE,powder,0xFFF288_rgb,TYPE_PART|PROP_SPARKSETTLE,update,graphics,PT_BCLN;PT_CLNE;PT_DMND;PT_EMBR;PT_PCLN;PT_VIBR,10,PT_BCLN;PT_CLNE;PT_DMND;PT_EMBR;PT_PCLN;PT_VIBR,false,2,2,medium,review,verified,B_rewrite_port
powder_better,c082a639a3c68ca59b39618b2851de5afbb41e1e,src/simulation/elements/BOYL.cpp,DEFAULT_PT_BOYL,,BOYL,BOYL,SC_GAS,gas,0x0A3200_rgb,TYPE_GAS,update,,PT_FOG;PT_O2;PT_WATR,6,PT_FOG;PT_O2;PT_WATR,false,0,1,medium,low,verified,B_rewrite_port
powder_better,c082a639a3c68ca59b39618b2851de5afbb41e1e,src/simulation/elements/BRAY.cpp,DEFAULT_PT_BRAY,,BRAY,BRAY,SC_ELEC,solid,0xFFFFFF_rgb,TYPE_SOLID|PROP_LIFE_DEC|PROP_LIFE_KILL,,graphics,,0,,false,0,0,low,review,verified,B_rewrite_port
powder_better,c082a639a3c68ca59b39618b2851de5afbb41e1e,src/simulation/elements/BRCK.cpp,DEFAULT_PT_BRCK,,BRCK,BRCK,SC_SOLIDS,solid,0x808080_rgb,TYPE_SOLID|PROP_HOT_GLOW,,graphics,PT_LAVA;PT_STNE,2,PT_LAVA;PT_STNE,false,0,0,low,review,verified,B_rewrite_port
powder_better,c082a639a3c68ca59b39618b2851de5afbb41e1e,src/simulation/elements/BREC.cpp,DEFAULT_PT_BREC,,BREL,BREC,SC_POWDERS,powder,0x707060_rgb,TYPE_PART|PROP_CONDUCTS|PROP_LIFE_DEC|PROP_HOT_GLOW,update,,PT_EXOT,2,PT_EXOT,false,0,0,low,low,verified,B_rewrite_port
powder_better,c082a639a3c68ca59b39618b2851de5afbb41e1e,src/simulation/elements/BRMT.cpp,DEFAULT_PT_BRMT,,BRMT,BRMT,SC_POWDERS,powder,0x705060_rgb,TYPE_PART|PROP_CONDUCTS|PROP_LIFE_DEC|PROP_HOT_GLOW,update,,PT_BREC;PT_THRM,4,PT_BREC;PT_THRM,false,2,0,medium,low,verified,B_rewrite_port
powder_better,c082a639a3c68ca59b39618b2851de5afbb41e1e,src/simulation/elements/BTRY.cpp,DEFAULT_PT_BTRY,,BTRY,BTRY,SC_ELEC,solid,0x858505_rgb,TYPE_SOLID,update,,PT_INSL;PT_INWR;PT_NTCT;PT_PLSM;PT_PTCT;PT_RSSS;PT_SLTW;PT_SPRK;PT_WATR,10,PT_INSL;PT_INWR;PT_NTCT;PT_PLSM;PT_PTCT;PT_RSSS;PT_SLTW;PT_SPRK;PT_WATR,false,0,0,medium,review,verified,B_rewrite_port
powder_better,c082a639a3c68ca59b39618b2851de5afbb41e1e,src/simulation/elements/BVBR.cpp,DEFAULT_PT_BVBR,,BVBR,BVBR,SC_NUCLEAR,powder,0x005000_rgb,TYPE_PART|PROP_LIFE_DEC,Element_VIBR_update,Element_VIBR_graphics,,0,,false,0,0,low,low,verified,B_rewrite_port
powder_better,c082a639a3c68ca59b39618b2851de5afbb41e1e,src/simulation/elements/C5.cpp,DEFAULT_PT_C5,,C-5,C5,SC_EXPLOSIVE,solid,0x2050E0_rgb,TYPE_SOLID | PROP_NEUTPENETRATE | PROP_PHOTPASS | PROP_LIFE_DEC,update,graphics,PT_CFLM;PT_PHOT,4,PT_CFLM;PT_PHOT,false,1,0,medium,review,verified,B_rewrite_port
powder_better,c082a639a3c68ca59b39618b2851de5afbb41e1e,src/simulation/elements/CATL.cpp,DEFAULT_PT_CATL,,CATL,CATL,SC_SOLIDS,solid,0xD0A040_rgb,TYPE_SOLID,update,,PT_ACID;PT_DESL;PT_GAS;PT_OIL,4,PT_ACID;PT_DESL;PT_GAS;PT_OIL,false,0,0,medium,low,verified,B_rewrite_port
powder_better,c082a639a3c68ca59b39618b2851de5afbb41e1e,src/simulation/elements/CAUS.cpp,DEFAULT_PT_CAUS,,CAUS,CAUS,SC_GAS,gas,0x80FFA0_rgb,TYPE_GAS|PROP_DEADLY,update,,PT_ACID;PT_CLNE;PT_FOG;PT_GAS;PT_GLAS;PT_PCLN;PT_RFGL;PT_RFRG;PT_RIME,13,PT_ACID;PT_CLNE;PT_FOG;PT_GAS;PT_GLAS;PT_PCLN;PT_RFGL;PT_RFRG;PT_RIME,false,0,2,medium,review,verified,B_rewrite_port
powder_better,c082a639a3c68ca59b39618b2851de5afbb41e1e,src/simulation/elements/CBNW.cpp,DEFAULT_PT_CBNW,,BUBW,CBNW,SC_LIQUID,liquid,0x2030D0_rgb,TYPE_LIQUID|PROP_CONDUCTS|PROP_LIFE_DEC|PROP_NEUTPENETRATE,update,graphics,PT_CO2;PT_DMND;PT_FIRE;PT_GLAS;PT_ICEI;PT_LRBD;PT_RBDM;PT_WATR;PT_WTRV,15,PT_CO2;PT_DMND;PT_FIRE;PT_GLAS;PT_ICEI;PT_LRBD;PT_RBDM;PT_WATR;PT_WTRV,false,0,2,medium,review,verified,B_rewrite_port
powder_better,c082a639a3c68ca59b39618b2851de5afbb41e1e,src/simulation/elements/CLNE.cpp,DEFAULT_PT_CLNE,,CLNE,CLNE,SC_SPECIAL,solid,0xFFD010_rgb,TYPE_SOLID | PROP_PHOTPASS | PROP_NOCTYPEDRAW,update,,PT_BCLN;PT_LAVA;PT_LIFE;PT_LIGH;PT_NUM;PT_PBCN;PT_PCLN;PT_STKM;PT_STKM2,11,PT_BCLN;PT_LAVA;PT_LIFE;PT_LIGH;PT_NUM;PT_PBCN;PT_PCLN;PT_STKM;PT_STKM2,false,2,0,medium,review,verified,B_rewrite_port
powder_better,c082a639a3c68ca59b39618b2851de5afbb41e1e,src/simulation/elements/CLST.cpp,DEFAULT_PT_CLST,,CLST,CLST,SC_POWDERS,powder,0xE4A4A4_rgb,TYPE_PART,update,graphics,PT_BANG;PT_LAVA;PT_NITR;PT_PSTS;PT_WATR,9,PT_BANG;PT_LAVA;PT_NITR;PT_PSTS;PT_WATR,false,3,1,medium,review,verified,B_rewrite_port
powder_better,c082a639a3c68ca59b39618b2851de5afbb41e1e,src/simulation/elements/CNCT.cpp,DEFAULT_PT_CNCT,,CNCT,CNCT,SC_POWDERS,powder,0xC0C0C0_rgb,TYPE_PART|PROP_HOT_GLOW,,,PT_LAVA,1,PT_LAVA,false,0,0,low,low,verified,B_rewrite_port
powder_better,c082a639a3c68ca59b39618b2851de5afbb41e1e,src/simulation/elements/CO2.cpp,DEFAULT_PT_CO2,,CO2,CO2,SC_GAS,gas,0x666666_rgb,TYPE_GAS,update,,PT_CBNW;PT_DRIC;PT_DSTW;PT_ELEC;PT_FIRE;PT_NEUT;PT_O2;PT_WATR,17,PT_CBNW;PT_DRIC;PT_DSTW;PT_ELEC;PT_FIRE;PT_NEUT;PT_O2;PT_WATR,false,5,3,medium,review,verified,B_rewrite_port
powder_better,c082a639a3c68ca59b39618b2851de5afbb41e1e,src/simulation/elements/COAL.cpp,DEFAULT_PT_COAL,,COAL,COAL,SC_SOLIDS,solid,0x222222_rgb,TYPE_SOLID,Element_COAL_update,Element_COAL_graphics,PT_BCOL;PT_FIRE,6,PT_BCOL;PT_FIRE,false,2,0,medium,review,verified,B_rewrite_port
powder_better,c082a639a3c68ca59b39618b2851de5afbb41e1e,src/simulation/elements/CONV.cpp,DEFAULT_PT_CONV,,CONV,CONV,SC_SPECIAL,solid,0x0AAB0A_rgb,TYPE_SOLID | PROP_NOCTYPEDRAW,update,,PT_BCLN;PT_CLNE;PT_DMND;PT_LIFE;PT_NUM;PT_PBCN;PT_PCLN;PT_STKM;PT_STKM2,10,PT_BCLN;PT_CLNE;PT_DMND;PT_LIFE;PT_NUM;PT_PBCN;PT_PCLN;PT_STKM;PT_STKM2,false,1,0,medium,review,verified,B_rewrite_port
powder_better,c082a639a3c68ca59b39618b2851de5afbb41e1e,src/simulation/elements/CORE.cpp,DEFAULT_PT_CORE,,CORE,CORE,SC_NUCLEAR,solid,0x400080_rgb,TYPE_SOLID,update,,PT_PHOT;PT_PLSM,4,PT_PHOT;PT_PLSM,false,1,0,medium,review,verified,B_rewrite_port
powder_better,c082a639a3c68ca59b39618b2851de5afbb41e1e,src/simulation/elements/CRAY.cpp,DEFAULT_PT_CRAY,,CRAY,CRAY,SC_ELEC,solid,0xBBFF00_rgb,TYPE_SOLID,update,,PT_DMND;PT_FILT;PT_INST;PT_INWR;PT_LIGH;PT_METL;PT_NUM;PT_PSCN;PT_SPRK,11,PT_DMND;PT_FILT;PT_INST;PT_INWR;PT_LIGH;PT_METL;PT_NUM;PT_PSCN;PT_SPRK,false,1,1,medium,review,verified,B_rewrite_port
powder_better,c082a639a3c68ca59b39618b2851de5afbb41e1e,src/simulation/elements/CRMC.cpp,DEFAULT_PT_CRMC,,CRMC,CRMC,SC_SOLIDS,solid,0xD6D1D4_rgb,TYPE_SOLID | PROP_NEUTPASS,update,graphics,PT_CLST,2,PT_CLST,false,1,0,medium,review,verified,B_rewrite_port
powder_better,c082a639a3c68ca59b39618b2851de5afbb41e1e,src/simulation/elements/DCEL.cpp,DEFAULT_PT_DCEL,,DCEL,DCEL,SC_FORCE,solid,0x99CC00_rgb,TYPE_SOLID,update,graphics,,0,,false,0,0,medium,review,verified,B_rewrite_port
powder_better,c082a639a3c68ca59b39618b2851de5afbb41e1e,src/simulation/elements/DESL.cpp,DEFAULT_PT_DESL,,DESL,DESL,SC_LIQUID,liquid,0x440000_rgb,TYPE_LIQUID,,,PT_FIRE,1,PT_FIRE,false,0,0,low,low,verified,B_rewrite_port
powder_better,c082a639a3c68ca59b39618b2851de5afbb41e1e,src/simulation/elements/DEST.cpp,DEFAULT_PT_DEST,,DEST,DEST,SC_EXPLOSIVE,powder,0xFF3311_rgb,TYPE_PART|PROP_LIFE_DEC|PROP_LIFE_KILL_DEC,update,graphics,PT_BCLN;PT_CLNE;PT_DEUT;PT_DMND;PT_INSL;PT_NEUT;PT_PBCN;PT_PCLN;PT_PLSM;PT_PLUT,13,PT_BCLN;PT_CLNE;PT_DEUT;PT_DMND;PT_INSL;PT_NEUT;PT_PBCN;PT_PCLN;PT_PLSM;PT_PLUT,false,2,1,medium,low,verified,B_rewrite_port
powder_better,c082a639a3c68ca59b39618b2851de5afbb41e1e,src/simulation/elements/DEUT.cpp,DEFAULT_PT_DEUT,,DEUT,DEUT,SC_NUCLEAR,liquid,0x00153F_rgb,TYPE_LIQUID|PROP_NEUTPASS,update,graphics,PT_PHOT;PT_PLSM,6,PT_PHOT;PT_PLSM,false,1,1,medium,review,verified,B_rewrite_port
powder_better,c082a639a3c68ca59b39618b2851de5afbb41e1e,src/simulation/elements/DLAY.cpp,DEFAULT_PT_DLAY,,DLAY,DLAY,SC_POWERED,solid,0x753590_rgb,TYPE_SOLID,update,graphics,PT_INSL;PT_NSCN;PT_PSCN;PT_RSSS;PT_SPRK,6,PT_INSL;PT_NSCN;PT_PSCN;PT_RSSS;PT_SPRK,false,1,0,medium,review,verified,B_rewrite_port
